transaction_number,stock_name,order_type,quantity,timestamp
159,RottenFishCo,sell,1,1746650220.79143
160,MenhirCo,sell,1,1746650220.7916212
161,DogmatixCo,sell,1,1746650220.7956412
162,RottenFishCo,sell,1,1746650220.798421
163,MenhirCo,sell,1,1746650220.7988229
164,DogmatixCo,sell,1,1746650220.803149
165,MenhirCo,sell,1,1746650220.806944
166,RottenFishCo,sell,1,1746650220.807771
167,DogmatixCo,sell,1,1746650220.809959
168,RottenFishCo,sell,1,1746650220.815008
169,RottenFishCo,sell,1,1746650220.8160262
170,DogmatixCo,sell,1,1746650220.817471
171,RottenFishCo,sell,1,1746650220.8228438
172,MenhirCo,sell,1,1746650220.82478
173,DogmatixCo,sell,1,1746650220.8248801
174,RottenFishCo,sell,1,1746650220.828854
175,MenhirCo,sell,1,1746650220.830705
176,DogmatixCo,sell,1,1746650220.83442
177,MenhirCo,sell,1,1746650220.8374069
178,DogmatixCo,sell,1,1746650220.8412108
179,DogmatixCo,sell,1,1746650220.847008
180,Goscinnyium,sell,1,1746650221.031839
181,BoarCo,sell,1,1746650221.0327182
182,MenhirCo,sell,1,1746650221.0409431
183,Goscinnyium,sell,1,1746650221.041684
184,BoarCo,sell,1,1746650221.043363
185,DogmatixCo,sell,1,1746650221.046336
186,LutetiaTech,sell,1,1746650221.046574
187,MenhirCo,sell,1,1746650221.048426
188,LutetiaTech,sell,1,1746650221.0499551
189,RottenFishCo,sell,1,1746650221.050975
190,LutetiaTech,sell,1,1746650221.055528
192,PiloteCo,sell,1,1746650221.056115
193,LutetiaTech,sell,1,1746650221.0567198
194,RottenFishCo,sell,1,1746650221.058618
195,LutetiaTech,sell,1,1746650221.063176
196,LutetiaTech,sell,1,1746650221.064081
198,PiloteCo,sell,1,1746650221.066197
199,RottenFishCo,sell,1,1746650221.068514
200,LutetiaTech,sell,1,1746650221.084061
201,LutetiaTech,sell,1,1746650221.084564
202,RottenFishCo,sell,1,1746650221.087329
203,CaesarTech,sell,1,1746650221.088299
204,RottenFishCo,sell,1,1746650221.089493
205,LutetiaTech,sell,1,1746650221.0940301
206,LutetiaTech,sell,1,1746650221.09537
207,RottenFishCo,sell,1,1746650221.096705
208,RottenFishCo,sell,1,1746650221.09746
209,CaesarTech,sell,1,1746650221.098017
210,LutetiaTech,sell,1,1746650221.170484
211,LutetiaTech,sell,1,1746650221.171072
212,RottenFishCo,sell,1,1746650221.1809258
213,BoarCo,sell,1,1746650221.1821089
214,CaesarTech,sell,1,1746650221.183685
215,LutetiaTech,sell,1,1746650221.188616
216,LutetiaTech,sell,1,1746650221.1892228
217,RottenFishCo,sell,1,1746650221.189548
218,BoarCo,sell,1,1746650221.19049
219,CaesarTech,sell,1,1746650221.191044
220,LutetiaTech,sell,1,1746650221.207598
221,LutetiaTech,sell,1,1746650221.20799
222,RottenFishCo,sell,1,1746650221.2088661
223,CaesarTech,sell,1,1746650221.2097092
224,BoarCo,sell,1,1746650221.2114182
225,LutetiaTech,sell,1,1746650221.214836
226,LutetiaTech,sell,1,1746650221.215252
227,LutetiaTech,sell,1,1746650221.216547
228,Goscinnyium,sell,1,1746650221.217267
229,BoarCo,sell,1,1746650221.218797
230,LutetiaTech,sell,1,1746650221.221931
231,DogmatixCo,sell,1,1746650221.222772
232,LutetiaTech,sell,1,1746650221.2229571
233,Goscinnyium,sell,1,1746650221.223553
234,CaesarTech,sell,1,1746650221.2259881
235,LutetiaTech,sell,1,1746650221.228537
236,DogmatixCo,sell,1,1746650221.229564
237,DogmatixCo,sell,1,1746650221.229801
238,Goscinnyium,sell,1,1746650221.230273
239,CaesarTech,sell,1,1746650221.233243
240,LutetiaTech,sell,1,1746650221.236583
242,DogmatixCo,sell,1,1746650221.237386
243,Goscinnyium,sell,1,1746650221.238545
244,CaesarTech,sell,1,1746650221.241375
245,DogmatixCo,sell,1,1746650221.244711
246,LutetiaTech,sell,1,1746650221.244947
247,CaesarTech,sell,1,1746650221.2451808
248,CaesarTech,sell,1,1746650221.252932
249,DogmatixCo,sell,1,1746650221.2551959
250,CaesarTech,sell,1,1746650221.261581
251,DogmatixCo,sell,1,1746650221.262016
252,DogmatixCo,sell,1,1746650221.274517
253,DogmatixCo,sell,1,1746650221.283288
254,DogmatixCo,sell,1,1746650221.291043
255,DogmatixCo,sell,1,1746650221.2985759
256,DogmatixCo,sell,1,1746650221.307151
257,DogmatixCo,sell,1,1746650221.313465
258,DogmatixCo,sell,1,1746650221.3199968
259,DogmatixCo,sell,1,1746650221.3253891
260,DogmatixCo,sell,1,1746650221.329172
261,DogmatixCo,sell,1,1746650221.33236
262,DogmatixCo,sell,1,1746650221.336166
263,DogmatixCo,sell,1,1746650221.33983
264,DogmatixCo,sell,1,1746650221.342575
265,DogmatixCo,sell,1,1746650221.345502
266,DogmatixCo,sell,1,1746650221.3487282
267,DogmatixCo,sell,1,1746650221.351655
268,DogmatixCo,sell,1,1746650221.354691
269,MenhirCo,sell,1,1746650221.357693
270,RottenFishCo,sell,1,1746650224.565866
271,GameStart,sell,1,1746650224.566626
272,PiloteCo,sell,1,1746650224.566921
273,GameStart,sell,1,1746650224.567473
274,LutetiaTech,sell,1,1746650224.5679228
275,PiloteCo,sell,1,1746650224.573629
276,CaesarTech,sell,1,1746650224.573751
278,Reneium,sell,1,1746650224.574337
279,DogmatixCo,sell,1,1746650224.575028
280,Reneium,sell,1,1746650224.579593
281,CaesarTech,sell,1,1746650224.580222
282,PiloteCo,sell,1,1746650224.5808299
284,Reneium,sell,1,1746650224.581826
285,DogmatixCo,sell,1,1746650224.587426
286,Goscinnyium,sell,1,1746650224.58872
287,LutetiaTech,sell,1,1746650224.589447
288,Reneium,sell,1,1746650224.5909262
289,Reneium,sell,1,1746650224.59142
290,DogmatixCo,sell,1,1746650224.594055
291,DogmatixCo,sell,1,1746650224.5952919
292,Reneium,sell,1,1746650224.595686
294,RottenFishCo,sell,1,1746650224.597444
295,Reneium,sell,1,1746650224.845956
296,Reneium,sell,1,1746650224.8466141
297,Goscinnyium,sell,1,1746650224.847117
298,GameStart,sell,1,1746650224.847349
299,GameStart,sell,1,1746650224.853577
300,PiloteCo,sell,1,1746650224.8547719
301,PiloteCo,sell,1,1746650224.8554502
302,GameStart,sell,1,1746650224.85615
303,BoarCo,sell,1,1746650224.86172
304,BoarCo,sell,1,1746650224.862428
305,DogmatixCo,sell,1,1746650224.86363
306,Reneium,sell,1,1746650224.86401
307,PiloteCo,sell,1,1746650224.868811
308,PiloteCo,sell,1,1746650224.870045
309,RottenFishCo,sell,1,1746650224.870612
311,RottenFishCo,sell,1,1746650224.871373
312,LutetiaTech,sell,1,1746650224.876208
313,Goscinnyium,sell,1,1746650224.8769898
314,LutetiaTech,sell,1,1746650224.877423
315,MenhirCo,sell,1,1746650224.8779461
316,BoarCo,sell,1,1746650224.87827
317,LutetiaTech,sell,1,1746650224.883036
318,Goscinnyium,sell,1,1746650224.8846211
319,Reneium,sell,1,1746650224.88534
320,LutetiaTech,sell,1,1746650224.890466
321,RottenFishCo,sell,1,1746650224.8976982
322,RottenFishCo,sell,1,1746650224.906524
323,RottenFishCo,sell,1,1746650224.918591
324,Reneium,sell,1,1746650224.924564
325,BoarCo,sell,1,1746650224.929077
326,DogmatixCo,sell,1,1746650225.06769
327,MenhirCo,sell,1,1746650225.068786
328,DogmatixCo,sell,1,1746650225.069331
329,LutetiaTech,sell,1,1746650225.075849
330,MenhirCo,sell,1,1746650225.07657
331,DogmatixCo,sell,1,1746650225.0767848
332,CaesarTech,sell,1,1746650225.077642
333,GameStart,sell,1,1746650225.081184
334,Reneium,sell,1,1746650225.081941
335,MenhirCo,sell,1,1746650225.0822132
336,DogmatixCo,sell,1,1746650225.083946
337,CaesarTech,sell,1,1746650225.084633
338,RottenFishCo,sell,1,1746650225.089066
340,RottenFishCo,sell,1,1746650225.090652
341,LutetiaTech,sell,1,1746650225.091095
342,GameStart,sell,1,1746650225.0915258
343,MenhirCo,sell,1,1746650225.0947468
344,BoarCo,sell,1,1746650225.0963898
345,LutetiaTech,sell,1,1746650225.097897
346,Reneium,sell,1,1746650225.099443
347,BoarCo,sell,1,1746650225.1002681
348,MenhirCo,sell,1,1746650225.102638
349,BoarCo,sell,1,1746650225.103776
350,DogmatixCo,sell,1,1746650225.107549
352,BoarCo,sell,1,1746650225.10814
353,DogmatixCo,sell,1,1746650225.108723
354,BoarCo,sell,1,1746650225.111873
355,RottenFishCo,sell,1,1746650225.1139998
356,BoarCo,sell,1,1746650225.1146119
357,MenhirCo,sell,1,1746650225.1154408
358,Reneium,sell,1,1746650225.1158369
359,Reneium,sell,1,1746650225.1178958
360,MenhirCo,sell,1,1746650225.122738
362,Reneium,sell,1,1746650225.123903
363,Goscinnyium,sell,1,1746650225.131588
364,BoarCo,sell,1,1746650225.132233
365,DogmatixCo,sell,1,1746650225.139541
366,RottenFishCo,sell,1,1746650225.148329
367,Goscinnyium,sell,1,1746650225.292979
368,MenhirCo,sell,1,1746650225.2936718
369,PiloteCo,sell,1,1746650225.294761
370,BoarCo,sell,1,1746650225.2986948
371,Goscinnyium,sell,1,1746650225.301316
372,Reneium,sell,1,1746650225.301821
373,PiloteCo,sell,1,1746650225.306635
374,PiloteCo,sell,1,1746650225.3102322
375,Goscinnyium,sell,1,1746650225.3115048
376,LutetiaTech,sell,1,1746650225.311908
377,RottenFishCo,sell,1,1746650225.313165
378,PiloteCo,sell,1,1746650225.3133261
379,BoarCo,sell,1,1746650225.317596
381,MenhirCo,sell,1,1746650225.31884
382,PiloteCo,sell,1,1746650225.320243
383,RottenFishCo,sell,1,1746650225.3204758
384,BoarCo,sell,1,1746650225.32415
385,MenhirCo,sell,1,1746650225.324748
386,LutetiaTech,sell,1,1746650225.3260689
387,RottenFishCo,sell,1,1746650225.328379
388,PiloteCo,sell,1,1746650225.329456
389,BoarCo,sell,1,1746650225.331352
390,DogmatixCo,sell,1,1746650225.333003
391,LutetiaTech,sell,1,1746650225.3339021
392,Goscinnyium,sell,1,1746650225.336471
393,RottenFishCo,sell,1,1746650225.337255
394,DogmatixCo,sell,1,1746650225.3386922
395,PiloteCo,sell,1,1746650225.34087
396,LutetiaTech,sell,1,1746650225.341675
397,PiloteCo,sell,1,1746650225.343201
398,LutetiaTech,sell,1,1746650225.3441868
399,BoarCo,sell,1,1746650225.3470552
400,LutetiaTech,sell,1,1746650225.3483148
401,LutetiaTech,sell,1,1746650225.3501902
402,PiloteCo,sell,1,1746650225.35042
403,BoarCo,sell,1,1746650225.3536398
404,LutetiaTech,sell,1,1746650225.3562481
405,PiloteCo,sell,1,1746650225.357434
406,PiloteCo,sell,1,1746650225.3580759
407,BoarCo,sell,1,1746650225.360537
408,Reneium,sell,1,1746650225.3646002
409,PiloteCo,sell,1,1746650225.365556
410,BoarCo,sell,1,1746650225.368395
411,Reneium,sell,1,1746650225.37134
412,PiloteCo,sell,1,1746650225.373069
413,BoarCo,sell,1,1746650225.373804
414,Reneium,sell,1,1746650225.378865
415,PiloteCo,sell,1,1746650225.3796601
416,Reneium,sell,1,1746650225.385549
417,PiloteCo,sell,1,1746650225.385935
418,PiloteCo,sell,1,1746650225.393142
419,Reneium,sell,1,1746650225.393335
420,PiloteCo,sell,1,1746650225.398405
421,Reneium,sell,1,1746650225.3992882
422,Reneium,sell,1,1746650225.404614
423,Reneium,sell,1,1746650225.405225
424,RottenFishCo,sell,1,1746650225.410069
425,Reneium,sell,1,1746650225.411068
426,Reneium,sell,1,1746650225.417115
427,Reneium,sell,1,1746650225.422983
428,Reneium,sell,1,1746650225.4279869
429,Reneium,sell,1,1746650225.432074
430,PiloteCo,sell,1,1746650225.437024
431,DogmatixCo,sell,1,1746650225.442785
432,DogmatixCo,sell,1,1746650225.448527
433,GameStart,sell,1,1746650225.691473
434,Goscinnyium,sell,1,1746650225.6940281
435,DogmatixCo,sell,1,1746650225.695658
436,Goscinnyium,sell,1,1746650225.698627
437,BoarCo,sell,1,1746650225.702519
438,GameStart,sell,1,1746650225.712037
439,Goscinnyium,sell,1,1746650225.713257
440,DogmatixCo,sell,1,1746650225.713592
441,Goscinnyium,sell,1,1746650225.714856
442,LutetiaTech,sell,1,1746650225.715709
443,CaesarTech,sell,1,1746650225.7222478
444,Goscinnyium,sell,1,1746650225.722765
445,DogmatixCo,sell,1,1746650225.723552
446,Reneium,sell,1,1746650225.723924
447,LutetiaTech,sell,1,1746650225.724844
448,CaesarTech,sell,1,1746650225.731078
449,Goscinnyium,sell,1,1746650225.731492
450,Reneium,sell,1,1746650225.731723
451,Reneium,sell,1,1746650225.732618
452,CaesarTech,sell,1,1746650225.73321
453,CaesarTech,sell,1,1746650225.7385302
454,Goscinnyium,sell,1,1746650225.7394009
455,CaesarTech,sell,1,1746650225.739773
456,PiloteCo,sell,1,1746650225.740951
457,Reneium,sell,1,1746650225.741774
458,CaesarTech,sell,1,1746650225.747227
459,CaesarTech,sell,1,1746650225.747759
460,Goscinnyium,sell,1,1746650225.749438
461,PiloteCo,sell,1,1746650225.75012
462,Reneium,sell,1,1746650225.751582
463,CaesarTech,sell,1,1746650225.756166
464,CaesarTech,sell,1,1746650225.7568462
465,Goscinnyium,sell,1,1746650225.757293
466,PiloteCo,sell,1,1746650225.7586172
467,Reneium,sell,1,1746650225.759604
468,CaesarTech,sell,1,1746650225.7644212
469,CaesarTech,sell,1,1746650225.765044
470,Goscinnyium,sell,1,1746650225.7654889
471,MenhirCo,sell,1,1746650225.7686841
472,Reneium,sell,1,1746650225.769612
473,MenhirCo,sell,1,1746650225.772546
474,CaesarTech,sell,1,1746650225.774569
475,Goscinnyium,sell,1,1746650225.778893
476,MenhirCo,sell,1,1746650225.7884622
477,Reneium,sell,1,1746650225.792597
478,CaesarTech,sell,1,1746650225.79389
479,MenhirCo,sell,1,1746650225.79467
480,Goscinnyium,sell,1,1746650225.7995572
481,MenhirCo,sell,1,1746650225.802093
482,Reneium,sell,1,1746650225.804378
484,CaesarTech,sell,1,1746650225.805946
485,MenhirCo,sell,1,1746650225.813778
486,Goscinnyium,sell,1,1746650225.815745
487,Reneium,sell,1,1746650225.816571
488,MenhirCo,sell,1,1746650225.817784
489,CaesarTech,sell,1,1746650225.8188858
490,MenhirCo,sell,1,1746650225.826901
491,Goscinnyium,sell,1,1746650225.828691
492,MenhirCo,sell,1,1746650225.829679
493,Reneium,sell,1,1746650225.831737
494,CaesarTech,sell,1,1746650225.832586
495,MenhirCo,sell,1,1746650225.840518
498,CaesarTech,sell,1,1746650225.843124
499,Reneium,sell,1,1746650225.844262
500,MenhirCo,sell,1,1746650225.8485582
501,MenhirCo,sell,1,1746650225.8533819
502,Goscinnyium,sell,1,1746650225.854978
503,Reneium,sell,1,1746650225.855872
504,CaesarTech,sell,1,1746650225.857441
505,MenhirCo,sell,1,1746650225.858943
506,Goscinnyium,sell,1,1746650225.869782
507,Reneium,sell,1,1746650225.871536
508,CaesarTech,sell,1,1746650225.875658
509,MenhirCo,sell,1,1746650225.879064
510,LutetiaTech,sell,1,1746650225.884904
511,Reneium,sell,1,1746650225.885615
512,CaesarTech,sell,1,1746650225.886303
513,MenhirCo,sell,1,1746650225.888145
514,CaesarTech,sell,1,1746650225.897072
515,CaesarTech,sell,1,1746650225.897749
516,Reneium,sell,1,1746650225.898541
517,MenhirCo,sell,1,1746650225.8995771
518,CaesarTech,sell,1,1746650225.9056199
519,CaesarTech,sell,1,1746650225.906167
520,Reneium,sell,1,1746650225.907941
521,MenhirCo,sell,1,1746650225.9105349
522,CaesarTech,sell,1,1746650225.9142559
523,CaesarTech,sell,1,1746650225.915393
524,Reneium,sell,1,1746650225.9185002
525,MenhirCo,sell,1,1746650225.919436
526,CaesarTech,sell,1,1746650225.925312
527,CaesarTech,sell,1,1746650225.926303
528,MenhirCo,sell,1,1746650225.927976
529,Reneium,sell,1,1746650225.928787
530,CaesarTech,sell,1,1746650225.932291
531,CaesarTech,sell,1,1746650225.9329338
532,Reneium,sell,1,1746650225.937474
533,CaesarTech,sell,1,1746650225.940602
534,Goscinnyium,sell,1,1746650225.943769
535,CaesarTech,sell,1,1746650225.947723
536,Goscinnyium,sell,1,1746650225.949216
537,CaesarTech,sell,1,1746650225.9535098
538,LutetiaTech,sell,1,1746650225.955731
539,CaesarTech,sell,1,1746650225.959583
540,LutetiaTech,sell,1,1746650225.961928
541,CaesarTech,sell,1,1746650225.966368
542,MenhirCo,sell,1,1746650225.9673522
543,CaesarTech,sell,1,1746650225.973525
544,MenhirCo,sell,1,1746650225.9742122
545,CaesarTech,sell,1,1746650225.9795399
546,MenhirCo,sell,1,1746650225.9812942
547,CaesarTech,sell,1,1746650225.987369
548,MenhirCo,sell,1,1746650225.987914
549,CaesarTech,sell,1,1746650225.99866
550,MenhirCo,sell,1,1746650225.9995918
551,CaesarTech,sell,1,1746650226.010313
552,MenhirCo,sell,1,1746650226.011402
553,MenhirCo,sell,1,1746650226.017811
554,CaesarTech,sell,1,1746650226.0213199
555,MenhirCo,sell,1,1746650226.024857
556,CaesarTech,sell,1,1746650226.02584
557,MenhirCo,sell,1,1746650226.0286138
558,CaesarTech,sell,1,1746650226.0294871
559,MenhirCo,sell,1,1746650226.0323992
560,CaesarTech,sell,1,1746650226.0332632
561,MenhirCo,sell,1,1746650226.03616
562,CaesarTech,sell,1,1746650226.03708
563,MenhirCo,sell,1,1746650226.039395
564,CaesarTech,sell,1,1746650226.04075
565,CaesarTech,sell,1,1746650226.04425
566,CaesarTech,sell,1,1746650226.047926
567,CaesarTech,sell,1,1746650226.0521998
568,MenhirCo,sell,1,1746650674.823499
569,LutetiaTech,sell,1,1746650674.825027
572,PiloteCo,sell,1,1746650674.825118
573,CaesarTech,sell,1,1746650674.825261
574,DogmatixCo,sell,1,1746650674.825334
575,MenhirCo,sell,1,1746650674.825381
576,MenhirCo,sell,1,1746650674.8260128
577,MenhirCo,sell,1,1746650674.826067
578,GameStart,sell,1,1746650674.826117
582,DogmatixCo,sell,1,1746650674.917035
583,DogmatixCo,sell,1,1746650674.917759
584,LutetiaTech,sell,1,1746650674.924505
585,LutetiaTech,sell,1,1746650674.9247959
586,GameStart,sell,1,1746650674.925142
587,Goscinnyium,sell,1,1746650674.9256508
588,Goscinnyium,sell,1,1746650674.9261088
589,Reneium,sell,1,1746650674.932058
590,PiloteCo,sell,1,1746650674.933273
591,RottenFishCo,sell,1,1746650674.933533
592,GameStart,sell,1,1746650674.934721
593,LutetiaTech,sell,1,1746650675.073971
594,GameStart,sell,1,1746650675.074948
595,Goscinnyium,sell,1,1746650675.075646
596,LutetiaTech,sell,1,1746650675.0804229
597,GameStart,sell,1,1746650675.082322
598,RottenFishCo,sell,1,1746650675.082737
599,RottenFishCo,sell,1,1746650675.083173
600,MenhirCo,sell,1,1746650675.086175
601,MenhirCo,sell,1,1746650675.087193
602,PiloteCo,sell,1,1746650675.0888178
603,GameStart,sell,1,1746650675.089886
604,MenhirCo,sell,1,1746650675.090653
605,MenhirCo,sell,1,1746650675.0935
606,MenhirCo,sell,1,1746650675.094213
607,BoarCo,sell,1,1746650675.094631
608,MenhirCo,sell,1,1746650675.095074
609,DogmatixCo,sell,1,1746650675.096952
610,PiloteCo,sell,1,1746650675.098909
611,LutetiaTech,sell,1,1746650675.105108
612,RottenFishCo,sell,1,1746650675.107275
613,Reneium,sell,1,1746650675.10972
614,Goscinnyium,sell,1,1746650675.118836
615,BoarCo,sell,1,1746650675.120349
616,RottenFishCo,sell,1,1746650675.1237462
617,CaesarTech,sell,1,1746650675.1247559
618,RottenFishCo,sell,1,1746650675.125671
619,LutetiaTech,sell,1,1746650675.126668
620,DogmatixCo,sell,1,1746650675.129039
621,GameStart,sell,1,1746650675.135896
622,GameStart,sell,1,1746650675.146462
623,GameStart,sell,1,1746650675.153127
624,GameStart,sell,1,1746650675.183339
625,PiloteCo,sell,1,1746650675.227498
626,PiloteCo,sell,1,1746650675.244181
627,PiloteCo,sell,1,1746650675.261485
628,PiloteCo,sell,1,1746650675.4343219
629,GameStart,sell,1,1746650675.4350772
630,LutetiaTech,sell,1,1746650675.43602
631,DogmatixCo,sell,1,1746650675.4411871
632,GameStart,sell,1,1746650675.442056
633,DogmatixCo,sell,1,1746650675.442529
634,PiloteCo,sell,1,1746650675.4432251
635,Reneium,sell,1,1746650675.443475
636,Goscinnyium,sell,1,1746650675.448364
637,MenhirCo,sell,1,1746650675.449079
638,DogmatixCo,sell,1,1746650675.44974
639,Reneium,sell,1,1746650675.449974
640,PiloteCo,sell,1,1746650675.450779
641,MenhirCo,sell,1,1746650675.4556532
642,PiloteCo,sell,1,1746650675.4561012
643,DogmatixCo,sell,1,1746650675.456445
644,PiloteCo,sell,1,1746650675.456954
645,PiloteCo,sell,1,1746650675.457491
646,Reneium,sell,1,1746650675.462581
647,BoarCo,sell,1,1746650675.46333
648,MenhirCo,sell,1,1746650675.464227
649,CaesarTech,sell,1,1746650675.464417
650,GameStart,sell,1,1746650675.46484
651,Reneium,sell,1,1746650675.468831
652,Reneium,sell,1,1746650675.469762
653,MenhirCo,sell,1,1746650675.470062
654,CaesarTech,sell,1,1746650675.47105
655,BoarCo,sell,1,1746650675.471593
656,Reneium,sell,1,1746650675.475513
657,MenhirCo,sell,1,1746650675.476702
658,LutetiaTech,sell,1,1746650675.4772449
659,BoarCo,sell,1,1746650675.477888
660,CaesarTech,sell,1,1746650675.478226
661,BoarCo,sell,1,1746650675.4859688
662,MenhirCo,sell,1,1746650675.4865751
